title	plot	Action	Adult	Adventure	Animation	Biography	Comedy	Crime	Documentary	Drama	Family	Fantasy	Game-Show	History	Horror	Music	Musical	Mystery	News	Reality-TV	Romance	Sci-Fi	Short	Sport	Talk-Show	Thriller	War	Western
"""30 for 30"" (2009) {The Price of Gold (#2.16)}"	" The world couldn't keep its eyes off two athletes at the 1994 Winter Games in Lillehammer - Nancy Kerrigan, the elegant brunette and Tonya Harding, the feisty blonde engulfed in scandal. Just weeks before the Olympics on January 6, 1994 at the U.S. Figure Skating Championships, Kerrigan was stunningly clubbed on the right knee by an unknown assailant and left wailing, ""Why, why, why?"" As the bizarre ""why"" mystery unraveled, it was revealed that Harding's ex-husband, Jeff Gillooly, had plotted the attack with his misfit friends to literally eliminate Kerrigan from the competition. Now two decades later, The Price of Gold takes a fresh look at the worldwide spectacle that elevated the popularity of professional figure skating and has Harding still facing questions over what she knew when she knew it."	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""30 for 30"" (2009) {The Story of: Elaborated Adversity (#2.29)} {{SUSPENDED}}"	 Tired of always losing? Tired of being the last guy in almost everything? Well in this episode, Walk-on Troy Matthew shares his story by writing and answering open-ended questions. This episode will be the return of the classic ESPN: 30 for 30, and the obstacles of adversity he endured are unbelievable. Ask Troy for yourself...	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""30 for 30"" (2009) {The U (#1.7)}"	 Throughout the 1980s, Miami, Florida, was at the center of a racial and cultural shift taking place throughout the country. Overwhelmed by riots and tensions, Miami was a city in flux, and the University of Miami football team served as a microcosm for this evolution. The image of the predominantly white university was forever changed when coach Howard Schnellenberger scoured some of the toughest ghettos in Florida to recruit mostly black players for his team. With a newly branded swagger, inspired and fueled by the quickly growing local Miami hip hop culture, these Hurricanes took on larger-than-life personalities and won four national titles between 1983 and 1991.	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""30 for 30"" (2009) {There's No Place Like Home (#2.3)}"	" On December 10, 2010, Sotheby's auctioned off what could be considered the most important historical document in sports history -- James Naismith's original rules of basketball. ""There's No Place Like Home"" is the story of one man's fanatical quest to win this seminal American artifact at auction and bring the rules ""home"" to Lawrence, Kansas, where Naismith coached and taught for over 40 years."	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""30 for 30"" (2009) {This Magic Moment (#3.8)}"	 In the mid-1990s, Orlando was the center of excitement in the NBA. The young franchise, led by mega-stars Shaquille O'Neal and Penny Hardaway, beat the mighty Bulls en route to the 1995 NBA Finals. While it was clear Orlando was a dynasty in the making, the Magic's moment on top was never fully realized.	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""30 for 30"" (2009) {Tim Richmond: To the Limit (#1.26)}"	 Natural. Rock star. Outsider. In the 1980s, race car driver Tim Richmond lived his life the way he raced cars - wide open. Born into a wealthy family, Richmond was the antithesis of the Southern, blue-collar, dirt-track racers who dominated NASCAR. He also was a flamboyant showman who basked in the attention of the media and fans - especially the attention of female admirers. Nevertheless, it was Richmond's on-track performances that ended up drawing comparisons to racing legends. And in 1986, when he won seven NASCAR races and finished third in the Winston Cup series points race, some believed he was on the verge of stardom. But soon his freewheeling lifestyle caught up to him. He unexpectedly withdrew from the NASCAR racing circuit, reportedly suffering from double pneumonia. In reality, the diagnosis was much more dire: He had AIDS. Richmond returned to the track in 1987, but he was gone from the sport by the next year as his health deteriorated. He spent his final days as a recluse, dying on Aug.13, 1989, at the age of 34. Emmy Award-winning filmmaker Rory Karpf will examine the life and tragic death of one of NASCAR's shooting stars.	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""30 for 30"" (2009) {Unmatched (#1.21)}"	" The first time Chris Evert and Martina Navratilova stepped onto a tennis court together, the world scarcely noticed. Only a few hundred spectators saw the pert 18-year-old beat the scrappy 16-year-old Czech in 1973. ""I remember that she was fat,"" Evert recalled. ""She was very emotional on the court, whining if she didn't feel she was playing well. But I remember thinking, if she loses weight, we're all in trouble."" Said Navratilova, ""My goal was for her to remember my name."" Eighty matches later -- amid the extraordinary growth of women's tennis -- Evert not only remembered, but became a tried and true friend and confidante, remarkable considering the two appeared to be polar opposites in upbringing, life styles and personal relationships. Through a series of personal conversations, filmmakers Nancy Stern Winters and Lisa Lax, along with producer Hannah Storm, tell the story of one of the greatest one-on-one sports rivalries and capture these two extraordinary athletes' views on tennis and an ever-changing world."	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""30 for 30"" (2009) {You Don't Know Bo: The Legend of Bo Jackson (#2.6)}"	" A close look at Bo Jackson, a sports hero of mythical proportions, and how the ""Bo Knows"" Nike campaign shaped how the world perceived him. Without winning a Super Bowl or World Series, or even having what some consider a ""great"" career in either sport, Bo will be forever be known as one of the greatest and most famous athletes of all time. This film will look at the marketing of athletes, impossible expectations and the legend of Bo Jackson."	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""30 millions d'amis"" (1976) {(2006-12-23)}"	" During a third of the show, comedians from ""Plus belle la vie"" pick up an abandoned animal and tries to persuade audience to adopt it. In the second third, a magician shows some animal related tricks and presents some animal related toys. In the last third, a boy with a severe illness lives one of his greatest day while visiting a zoo."	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""30 segundos"" (2004)"	 Thirty Seconds is a Docu Soap that registers the daily work at a fire station, using a language that mixes documentary and reality. A production crew complete with a camera and journal teams, lives at a fire house ready to accompany, aboard the fire truck, firefighters to their next call.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"""300 millones"" (1977)"	 300 Millones was a weekly Spanish TV program run between 26 June 1977 and 1983 on RTVE, featuring different music performances, interviews, reports and competitions. The title of the program refers to the number of Spanish-speaking people in countries all over the world ie. 300 million. The series ran in 18 Spanish-speaking countries as well as in Japan (on channel NHK) and the USA. Each episodes were around 1 hour long.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"""30x30: Kid Flicks"" (2001)"	 In the lower east side of New York City the entire graduating high school class of forty-five seniors collaborated to produce a documentary addressing fatherlessness. Featured in this documentary are four stories that illustrate the impact the presence or absence a father has on family members and community. One teen female who was never reared by her father focuses on a strong bond with her mother, while another revels in a solid relationship with her father. A fully committed teen father stands the test of time at the side of his son and daughter, while a teen male whose father left him when he was three years old lauds the relationship with his mother and an uncle who played a strong male role model in his life. An introspective look by young people on what defines a responsible father necessary to make a positive difference in his child's life.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""32 Brinkburn Street"" (2011) {(#1.2)}"	 Walter's injury costs him his job though he keeps it from Gracie and reluctantly joins Lamb's gang as they rob silver from a church,which Walter hides at his house. Elizabeth notices that Violet,Gracie and Walter's 15-year old daughter, is pregnant and suggests an abortion whilst Gracie finds Sid increasingly attractive. Joy's boyfriend David,a married doctor,is unhappy that she is still in Manchester as he has tired of her. In the same day he sees Ellie,who has problems conceiving and recommends costly IVF treatment,and Poppy,for whom he prescribes the pill,unbeknown to Ellie and Nick. Nick's business is failing and he attends a meeting to save it,rather than going to the doctor with Ellie,causing her to doubt if he wants a baby.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""32 Brinkburn Street"" (2011) {(#1.4)}"	 Elizabeth proposes that Violet goes to a friend in Blackpool to have her baby away from local gossips. Sid confesses to Gracie that his real name is Francis,or Frank for short. He has been caught up in sectarian killings in Ireland and,with Pat,hopes to escape an assassin following them and sail to New York.He asks her to take the girls and go with him but she refuses. Then he hears that Pat has been murdered. Billy Lamb is also killed - by Walter,with a candlestick stolen from the church after Lamb has threatened Walter's family. He hides the body in the coal-hole for the time being. Frank overhears David tell Joy he will not leave his wife for her and consoles her. Nick warns Mikey,Poppy's boyfriend,to stay away from her but this only results in the youngsters running off together.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""33 Brompton Place"" (1982)"	" Three beautiful women occupy the penthouse apartment at 33 Brompton Place in the ritzy Near North Side of Chicago. Patricia is a middle management editor for Foxxx Magazine, an upscale men's publication in the ""Playboy"" tradition. Robin works as a public relations councilor but the job is a front for her real occupation as an industrial spy. Tony comes to Chicago from the city of Kitchener in Ontario with hopes of becoming a model. The loves, adventures and careers of these lovely women form the plot of ""33 Brompton Place""."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"""36 Hour Challenge"" (2011)"	 36 Hours, 10 Challenges, 1 Winner! One challenge every two hours. One person gets voted out every two hours. Filmed in the course of 36 hours - from Saturday morning till Sunday night. Contains original twists and carries Australian aboriginal theme throughout.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"""360 grados"" (2007)"	 Journalist Robert Arce is the host of this TV show where the guests talk about social themes and comment them different viewpoints referring the most actual news of the week. From terrorism and politics to press and crimes, trying to determinate if the happened is right, and that other options had if an event went wrong.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"""360° - Die GEO-Reportage"" (1999) {BC Loggers/Die Holzfäller von British Columbia}"	" A group of hard working British Columbia loggers doing the last helicopter logging in the Canadian Rockies during an immense economical crisis their business has never experienced before. For a long time, British Columbia was considered the ""El Dorado"" of the logging industry. Environmental problems led to a different approach and a new attitude in modern logging in Canada. Cal March is one of the last men standing during a world wide economical crisis..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""360° - Die GEO-Reportage"" (1999) {Peru - Delfine in Gefahr}"	 In Peru every year minimum 15.000 Dolphins are slaughtered illegal for their meat. The documentary shows how a German / Peruvian couple is working against it with the help of undercover researches and the environmental police. Training the fishermen to tourist guides can help to solve the problem in the future.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""365 docobites"" (2014)"	 The 365 docobites team travelled through 5 continents, 30 countries and 70 cities to make 365 short documentaries over 365 days. They released a new short documentary each and every day for a year featuring a new story from a stranger they met on the streets of the cities of the world. A series that celebrates humanity in all it's diversity and invites viewers to come along the journey with them and get to know the Strangers of the world.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"""37 Days"" (2014)"	 Three episodes of a docudrama that present the background to the First World War, since the assassination of Austro-Hungarian Archduke Franz Ferdinand to the declarations of war of various contenders. That means the thirty seven days elapsed between 28 June and 4 August 1914. The scenarios are the Foreign Office, the British Ministry of Foreign Affairs, whose secretary was Sir Edward Grey series, and the German Chancellery in Berlin, so that the action is narrated by two young clerks who, after thirty-seven days, enlist in the armed forces . The miniseries is a mixture of drama and documentary, its tone is somewhat aseptically dry in which many details are simplified, but it highlights some aspects in order to answer the question that the viewer makes constantly: how we go from peace to war in just over a month? Though the series lop sides at a very British viewpoint and can't help to look at characters often caricatured, as Kaiser Wilhelm II, the Russian Tsar Nicholas II, the indecisive elderly Franz Joseph I, and the French Foreign Affairs Minister, Paul Cambon, it also balances a sense of levity avoiding to endorse the British character. Winston Churchill , First Lord of the Admiralty, the prime minister Herbert Asquith and David Lloyd George, Chancellor of the Exchequer or Treasury Minister, are not complimented. The series shows the struggle between pacifists and warmongers in the British Cabinet, as well as the growing opposition among military, led by Helmuth von Moltke, generalissimo of the German armies and civilian politicians, with Chancellor Bethmann-Hollweg to the head. A dramatisation of the events that lead to World War 1, and, in particular, Britain's participation in the war. From the assassination of Archduke Franz Ferdinand on 28 June 1914 until Britain declared war on Germany on 4 August 1914 - 37 days - we see the diplomatic negotiations and behind-the-scenes machinations from many sides.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""37 Days"" (2014) {One Month in Summer (#1.1)}"	 June 28, 1914:- Young Foreign Office clerk Alec recounts his delivering a telegram to his German-born boss, assistant under secretary Eyre Crowe, informing that the Austrian archduke Franz Ferdinand and his wife have been murdered in Sarajevo by Gavrilo Princip, a member of the Black Hand gang who resent Austrian influence in Serbia. In Berlin another young civil servant Jens takes up the story, reflecting on the German Kaiser Wilhelm's friendship with the dead man. Wilhelm hates the Serbians and sees the slaying as an act of aggression by the nation. He sends ambassador Lichnowsky to London to sound out Foreign Secretary Sir Edward Grey as to what would happen if Britain and Russia championed their ally Serba but Grey is more concerned with problems over Ireland and, of his cabinet, only Winston Churchill foresees any great danger looming. Grey wants to instigate peace talks among the nations involved but in Berlin Wilhelm and his chief of staff Von Moltke are bent on revenge. Europe is now only thirteen days away from war.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""39/40 The War Through a Lens"" (2010)"	 This well made documentary sees the outbreak of WW II (from the invasion of Poland 1939 till the fall of France 1940) as the contemporaries have perceived it in movie theaters. The news reels, made by the Germans, the French and the British, are presented in the historical context, in a chronological order. Sometimes, the narrator commentates on misleading, propagandistic images, such as pictures of German military exercises which are later presented as real combat footage.	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""3AM"" (2015) {A Night Is a Living Thing (#1.1)}"	 Take a penetrating joyride into the bizarro world of late-night New York City. 3AM follows a cornucopia of drag queens, artists, escorts, and other insomniacs, all trying to turn fantasy into reality while flaunting every rule in the book. Anything goes at this hour, so leave all inhibitions at the door. While most respectable folks are tucked in at home, the bolder and braver outlaw set are out defying the norms of acceptable and conventional behavior in a search for love, sex, fame, and notoriety that can only come as the clock strikes 3.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"""3rd Degree!"" (1989)"	 Game show wherein a panel of celebrities have to figure out what some people whom are brought out on stage are. Like they could have been pilots during the war, or demonstrated a revolutionary product. And if the panel fails, they win something.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {36! 24! 36! Dick!: Part 1 (#3.14)}"	 The guys of Rutherford have the time of their life when the town all of the sudden gets swamped with the most beautiful women. And the best part about it is, they actually seem to be interested in the men and in no time Dick, Harry, Tommy and Officer Don have beautiful girlfriends. Except for Harry who gives his girl Mascha lollies, they give their girlfriends terribly expensive gifts they can't afford. Sally doesn't trust what's going on and decides to find out who these women are and what it is they want.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {A Dick on One Knee (#2.16)}"	 Sally meets Michel, a cute French guy who asks her to marry him. Sally says yes and the Solomons start preparing the marriage. Mary thinks Sally might be rushing into it but Sally has set her mind on the wedding. The wedding makes Dick and Mary consider the next step in their relationship. Tommy turns out to be good at arranging flowers, styling and making clothes which makes August wonder about his sexual disposition.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {A Nightmare on Dick Street: Part 1 (#2.25)}"	 Mary tells Dick she's planning on going to Borneo for a year. Dick doesn't want her to go and plans to ask her to marry him. The anxiety leads to his first nightmare and he and the other aliens think he's gone mad. A psychologist gives him pills that make him mellow. Later Sally also has a nightmare and also ends up high on pills. Tommy and Harry desperately try to contact the Big Giant Head so they can go back to their home planet for emergency maintenance.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Ab-dick-ted (#1.9)}"	 The Solomons find out family members sometimes irritate each other. When Dr. Albright tells Dick she has a brother (Roy), Dick thinks the Solomons can benefit from observing Dr. Albright and Roy and he invites them over. It soon turns out Dr. Albright and Roy don't get along all that well. And, much to Dr. Albright's dislike, Roy tells a story about how he was once abducted by a spaceship. The Solomons don't know how to deal with this information: Should they kill him?	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Angry Dick (#1.13)}"	 Dick feels it's time for the Solomons to actually meet the neighbors because he thinks they'll learn much more about humans that way instead of just observing them. This will also allow for bad cook Sally to get some cooking lessons from the neighbor. Meanwhile, Harry constantly watches TV.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Auto Erodicka (#3.17)}"	 Dick has casual sex with a woman he met at the cinema and tells Mary and Nina and even his class. Mary gets upset about this and so does Bug, when it turns out it was his mother Dick had sex with. Meanwhile, Sally needs a car and takes Tommy and Harry to a used car lot where she falls in love with a Viper the Solomons can never pay.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Body & Soul & Dick (#1.8)}"	 At a party given in his honor, an obnoxious professor dies. While the crew starts thinking about what will happen with their earthly bodies when they go on to explore other worlds, it turns out the will of the professor states he wants Dick to speak at the funeral because Dick has always been honest with him. However, Dick doesn't want to speak bad about him and tries to find something good about the universally detested professor. In the meantime, Tommy spends time with some cheerleader instead of with August.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Charitable Dick (#5.8)}"	 Mary and Dick go to a charity auction. All the buyers get applause and Dick wants this attention too. Therefore, he bids on a painting he actually doesn't want. Don has trouble sleeping because Sally snores. Meanwhile, Tommy and Harry write a new mission statement because Harry lost the original.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {D3: Judgment Day (#4.7)}"	 Dick is sick and tired of Jennifer and wants to break up with her. His first attempt at this fails, but this turns out not to be so bad for him when Mary tells him that seeing him and Jennifer together has made her realize how much she misses him. Dick decides not to break up with Jennifer just yet. Instead, because he holds the cards now, he tries to get Mary to make some sacrifices before taking her back. Meanwhile, Don has asked Sally to go bowling. However, Sally hasn't got a clue what bowling is.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick 'The Mouth' Solomon (#4.18)}"	 Mary feels communication between Dick and her should get better and takes Dick to a couple's retreat. Harry and Vicki also come along. Sally meets an Italian-American man named Sammy Marchetti, alias 'the Butcher', and is thrilled because she assumes he's a mobster. When he asks Tommy to bring someone a very important envelop, Tommy feels he's part of the 'family'.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick Is from Mars, Sally Is from Venus (#1.4)}"	 Dick tells Tommy to start going to high school as he wants the four of them to act like a typical family. When Sally has the chance to go on a date, Dick tells her to go, since none of them had sex yet and Dick isn't getting anywhere with Mary. With Harry playing her date, Dick explains some things about dating and off Sally goes. She comes back a very happy woman. She didn't have sex though but her date promised to give her a call. Meanwhile, Tommy's teachers think he has an attitude and Dick has to come to the school to talk about it.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick Like Me (#1.16)}"	 While Dick and Sally are at Tommy's school to talk about Tommy not fitting in, the teacher asks Sally out for the school dance and a totally swooning Sally says yes. There is however one little problem: Sally can't dance. Meanwhile, the Solomons, lead by Dick and Tommy, are trying to find an ethnic group the Solomons could belong to.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick Solomon of the Indiana Solomons (#4.11)}"	 Dick receives an invitation for a family reunion. Obviously, the invitation is meant for another Dick Solomon, but, after he finds out the family hasn't seen him in 43 years, Dick decides the Solomons and Mary go anyway. Dick feels it's good for them to have roots. Harry hits it off great with cigar-smoking uncle Abe, Sally feels she's becoming like a sister to cousin Michelle, Tommy tries to hit on cousin Janine and Dick discovers there's a reason the family hasn't seen Dick Solomon in 43 years.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick Strikes Out (#5.16)}"	 The new chancellor has decided - among other things several professors don't like - Mary's research will be canceled. Because he feels bad for her, Dick decides to organize a strike to make the chancellor change his mind. Dick delivers him letters of resignation of all the professors but to his surprise, the chancellor accepts them and a stunned and frightened Dick hasty takes his own letter from the pile. Meanwhile, Tommy starts at the pretzel stand where Alissa works. Unfortunately for him, working with his girlfriend doesn't really work out the way Tommy thought it would.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick and Taxes (#4.12)}"	 Despite the fact they've been on Earth for about three years now, the Solomons have never filled in the annual IRS forms and therefore Dick asks Mary to help them. She calculates they owe the IRS 9,500 dollars. When looking at the numbers again, the Solomons think up the idea to lie on their forms so they'll receive money instead of having to pay. Unfortunately for them, the IRS doesn't trust it and announces they'll audit the Solomons. This makes them terrified. They think the IRS will find out they are aliens.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick and the Other Guy (#3.23)}"	 Dick sees a friend in the new, and rather strange, professor Dr. Liam Neesam, but the feeling doesn't last long when it turns out Neesam is better at Dick in everything and twists Mary round his finger. Meanwhile, Sally thinks Don isn't interested in her anymore after she hears a woman tell Don he was great the night before and Don won't tell Sally what that was all about.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick for Tat (#5.2)}"	 While playing a sexy party game with Dick, Mary reveals she once had a fling with Vincent Strudwick, Dick's nemesis at the university. Dick is shocked and decides to get back at Strudwick. While Dick wants to have sex with Strudwick's wife Dorothy, Tommy hopes to talk Alissa into having sex. Meanwhile, Don got a motor and while acting tough on a ride with Sally, he falls and ends up in the hospital, covered in plaster.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick the Vote (#2.6)}"	 After accidentally locking himself to a tree in a park when activists are protesting there, people think Harry is an activist. He even gets asked to run for city council and accepts the offer. However, his opponent tries to dig up dirt on him. Meanwhile, Dick learns politics can be very complex and he's not sure he'll vote for Harry or the other guy.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick'll Take Manhattan: Part 1 (#6.4)}"	" Out of boredom, Dick, Sally and Harry go to another parallel universe via the shower and end up in New York. Dick is a lawyer, Sally writes sex(y) columns and Harry is the boss of a major television network. They meet Tommy, who's known about this parallel universe for quite some time, who's very successful at _""Saturday Night Live"" (1975)_ (qv)."	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick's Big Giant Headache: Part 2 (#4.24)}"	 Sally is the new high commander and feels she has finally gotten the promotion she deserved. However, the Big Giant Head tells her he made her high commander because of her looks, not because of her work for the mission. When the Big Giant Head makes a pass at Mary and she tells Dick, he's delighted to hear the Big Giant Head approves of her. This restores Dick's waning self-confidence. When he hears about the prom Tommy and Alissa are going to, the party and alcohol-loving Big Giant Head decides to be their chaperon...	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick, Smoker (#1.5)}"	 In a bar, Dick sees a nerdy student smoking. When he realizes the smoking makes the student cool, he takes up smoking as well. Sally is getting sick and tired of Dick overruling her all the time and besides that, she has a sore tooth. At the dentists office Dick is told he isn't allowed to smoke in the building. While searching for a place to smoke, Dick accidentally locks himself in and he's unable to find an exit. Now, Sally is the leader of the pack.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dick-In-Law (#3.4)}"	 Mary hasn't told her parents Dick and she aren't a couple anymore when they go on a trip to her parents. They agree not to tell her parents the bad news. However, other bad news does come to the surface. Harry, Tommy and Sally in the meantime help Nina moving. Sally gets the idea to move in with Nina and orders Harry and Tommy to re-move Nina's belongings as well as move Sally's assets to Nina's apartment.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Dr. Solomon's Traveling Alien Show (#4.1)}"	 Harry has been kidnapped and sold to a circus where he works as Hargo the Alien while the Solomons and Vicki are trying to find him. This task is complicated by the fact that the Big Giant Head has decided to shut down Dick's brain functions one by one because he didn't send a report that was long overdue.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Eleven Angry Men and One Dick (#3.7)}"	 Dick has jury duty. The clearly guilty but friendly looking defendant is the same man who offered Dick candy earlier on and Dick can't bring himself to declare him guilty. In a café Sally meets Seth, a dark, mysterious and British writer. Obviously much to the dislike of Officer Don, Sally's intrigued by him and copies his black clothing and British accent. Meanwhile, Tommy and Harry help Mary with her pre-verbal experiment for which they aren't allowed to talk for five whole days.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Feelin' Albright (#4.3)}"	 When Sally realizes she isn't Don's first girlfriend, she starts to panic and considers Don's previous girlfriends competition. She desperately wants to find out who's she's up against. At a party, Dick finds out what it's like to be the partner of the dean when nobody pays any attention to him and he ends up talking to the other wives of important faculty members. He decides to organize a fashion show to raise money to repair a statue at the university to prove himself. Harry and Tommy try to sell lemonade.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Fourth and Dick (#2.7)}"	 Homecoming weekend is just a few days away and everybody has their mind on the big game the school's football team will be playing. Except for Dick, who doesn't see what all the fuss is about. Meanwhile, Harry gets a job as a security officer during the game, Tommy has a crush on his glee club teacher and Sally realizes she has no friends and makes Nina her best friend.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Frozen Dick (#1.12)}"	 Harry finds a job at a video store. Tommy has to write a book report but figures it's easier and less boring to just rent the film. While he's at the video store with Harry it starts snowing. Meanwhile, Dr. Albright and Dick are going to Chicago where they'll both be given an award, but it turns out Dick isn't very keen on flying. At home, Sally is alone and afraid of the snow until a rather stressed Leon enters the house to turn in a paper for Dick. Sally tells Leon it's their duty to be fruitful and multiply to save the human race.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
